id,title,employer,salary,gender,years_exp,Location,duties,comments,employer_clean,base_salary_clean,sal_flag,years_exp_clean,location_clean,title_category,geonix
215,Crime reporter,Gatehouse Media,"$30,680 (before taxes)",Bi Cis Latino male,1.5,"Augusta, Georgia","Cover crime for four counties, other general assignment stories",First job out of college,Gatehouse Media,30680,,1.5,"Augusta, Georgia",Beat Reporter,
216,News Reporter/Staff Writer,Gatehouse Media-Ashland Times Gazette,"$30,000 ",Female/White,1,"Ashland, Ohio","Write 1-3 articles each day, take some photos",Unpaid internships (2),Ashland Times Gazette,30000,,1,"Ashland, Ohio",Reporter,
217,Photojournalist,GateHouse New Media,"$50,000 ",Cis-hetero white female,17,Ohio,"Photojournalist, assignment editor, desk editor",,GateHouse Media,50000,,17,Ohio,Photojournalist,
218,Staff Writer,Genius,"60,000",Male / Asian-American,4.5,"Brooklyn, NY",,,Genius,60000,,4.5,"Brooklyn, NY",Reporter,
221,Digital Producer,Graham Media,"57,500",Indian female,5,Houston,"Reporting for digital stories, social media","Digital Producer / 50,000",Graham Media,57500,,5,Houston,Digital Producer,
223,Producer,Gray Television,"$31,500 ",Cis white female,10,Tennessee,"Stacking 6, 10, 11 p.m. shows, including writing, creating full screen graphics, finding quotes, video and packages to run. Also made calls and wrote breaking stories for web, managed website, sent push alerts, updated and monitored social media, and coordinated night crew.","Digital producer/copy editor at a Tennessee newspaper, $42,000+night diff/bonuses. Designer/copy editor at Gannett Design Studio, $37,500. Designer/copy editor at Florida newspaper, $28,000.",Gray Television,31500,,10,Tennessee,Producer,
225,Senior Producer,Group Nine Media,"83,000",cis white man,8,New York,,,Group Nine Media,83000,,8,New York City,Senior Producer,
226,Producer,Group Nine Media,"75,000",Cis Black Male,7,New York,"Write, pre-produce, direct, shoot, edit",,Group Nine Media,75000,,7,New York City,Producer,
227,Supervising Producer,Group Nine Media,"$77,000 ",Cis-het Black woman,8,New York,"Editorial lead of a social platform 
Manage 6 accounts
Used to manage multiple platforms when I first started (FB + TW + IG and multiple accounts at its height)
Wrote + delivered insight reports 
Schedule, publish, copyedit, assign edits for videos + stills
Covered protests + live events + breaking news
Wrote op-eds + produced pieces
Edited scripts once a week
Produce shoots in studio + field
Interviews + research
Showrunner of a social show with editorial sponsor","$24K 2012-2014 doing digital work at nonprofit/freelancing/interning 
$40K as headline writer for traditional newsroom
$55K starting as social media manager for startup media
$63-67K after getting a job offer elsewhere
$75-77K promoted to Producer/editorial lead for startup media",Group Nine Media,77000,,8,New York City,Producer,
230,Editor ll,Healthline Media,"72,000",Cis white female,8,San Francisco/Bay Area,"Developmental editing, assigning, sourcing and managing writers, overseeing team production and admin, etc.","All titles are arbitrary as duties haven't really changed since starting at this company:
- Editor l: ~63,000 in 2018
- Associate editor (now defunct position): ~58,000 in 2017
- Assistant editor (became salaried): ~51,000 in 2016
- Editorial assistant (full-time contract, verbal agreement to move to full-time salaried in January 2016): ~42,000 in 2015",Healthline Media,72000,,8,San Francisco,Editor,
231,Fellow,Hearst,"$40,000 ",cis woman PoC,1,Houston,"Reporting twice weekly column, podcasting, contributing monthly features","$52,000 at the San Francisco Chronicle (same fellowship)",Hearst,40000,,1,Houston,Fellow,
233,Fellow,Hearst,"$40,000 ",CIS female white,6,"Houston, TX",General assignment reporter,"$36,000/Reporter",Hearst,40000,,6,"Houston, TX",Fellow,
234,Assistant Editor,Hearst,$25/hour,CIS White Female,4,New York City,"- writing new web content daily (celeb/entertainment news & SEO search stories)
- updating old content","data journalist $42,000
local news reporter $33,000",Hearst,,x,4,New York City,Deputy Editor,
238,Reporter,Hearst,"40,800",Cis white male,6,Houston,"Write stories, shoot and edit video, build slideshows","Reporter, $26K, $30K",Hearst,40800,,6,Houston,Reporter,
239,Senior Beauty Editor,Hearst,"75,000","white, female",5,"new york, ny",,"60,000 as beauty editor. got a bump when i got another offer",Hearst,75000,,5,New York City,Senior Editor,
242,Digital Editor,Hearst,85000,cis Male/mixed,5,New York City,"Run website, manage social posting, responsible for growth",,Hearst,85000,,5,New York City,Editor,
244,Associate Producer,Hearst,"58,500",Female CIS,1.5,New York,"produce, edit, shoot",,Hearst,58500,,1.5,New York City,Producer,
245,Reporter,Hearst,$52K,"Female, Hispanic",6,San Antonio,Beat reporter,"$47K with Tronc for breaking news/courts, $32,500 with Gannett for beat reporter position",Hearst,52000,,6,San Antonio,Reporter,
247,Reporter,Hearst,"$50,000 ",Cis white female,4,San Antonio,Daily beat reporter,,Hearst,50000,,4,San Antonio,Reporter,
248,Director (Major Section),Hearst,"$145,000 ",Cis Female/white,20,New York,Manage several editors; write and edit articles (20+ pages a month + 25+ digital stories/month); work on marketing programs & branded content for sales side,"Hearst senior editor $68K, Time inc. senior editor $75k - $90k, Rodale deputy editor $110k",Hearst,145000,,20,New York City,Managing Editor,
249,Assistant Snapchat Editor,Hearst (Cosmopolitan),"$58,500 ",cis het white female,3,New York City,"Curate and publish the Cosmo Stories snapchat edition, plan the editorial content for our daily Cosmopolitan Snapchat Discover edition, pitch and write for the print magazine's YOU section, edit video posts for the site, co-manage the editorial fellow, write up weekly and monthly reports for snapchat, act as a snapchat liason between the Cosmo US team and the Cosmo UK team, pitch and write stories for Cosmo's Snapchat channels, strategize editorial direction for snapchat channels, assist the Snapchat Editor for miscellaneous duties",Editorial Fellow,Cosmopolitan,58500,,3,New York City,Deputy Editor,
251,News Writer,Hearst (Cosmopolitan),"58,500",Woman/POC,3,New York City,print and digital news,"editorial assistant, writer, master's degree",Cosmopolitan,58500,,3,New York City,Reporter,
254,Supervising Producer,Hearst Digital Media,"75,000",Female,6,"New York, NY","Manager of video team, Producer,","65,000 Producer",Hearst,75000,,6,New York City,Producer,
257,Deputy Editor,Hearst Magazines,"85,000",White cis male,5,New York City,"Pitching, writing, and editing for digital; content strategy and audience development; print-to-digital integration",,Hearst,85000,,5,New York City,Deputy Editor,
258,Senior News Writer,Hearst Magazines,"50,000",Cis white male,3,Los Angeles,"Write long-format, digital entertainment news stories primarily for Youtube. (I also run their social media accounts but that is not part of my job title, compensation)",Production Assistant - E! News - $38000,Hearst,50000,,3,Los Angeles,Senior Reporter,
259,Assistant Fashion Editor,Hearst-Cosmopolitan,"58,500",cis female POC,3,New York City,"SEO posts, writing print pages, market research, photo research, writing news stories, reporting, writing headlines and deks, editing","Freelance Accessories Assistant (W mag), Moda Operandi (Production Assistant $18.27/hour)",Cosmopolitan,58500,,3,New York City,Deputy Editor,
260,Associate Entertainment Editor,"Hearst, Cosmopolitan","$62,500 ",white cis female,3,New York,"Pitching and executing 1-3 digital entertainment stories every day, writing 2-3 entertainment stories for print monthly, interviewing celebrities, doing a weekly Instagram live show, pitching comprehensive coverage plans around certain shows and movies, executing SEO-oriented ideas","News Writer - $58,500, Editorial Assistant - $40,000 plus overtime",Cosmopolitan,62500,,3,New York City,Editor,
261,Social Media Editor,"Hearst, Cosmopolitan","$58,500 ",Cis white female,3,New York City,"I manage facebook, twitter, flipboard, and apple news platforms, assist with YouTube strategy, Instagram (but I build all of the Instagram Stories), I'm responsible for bringing in social traffic, making reports, working cross-functionally with design, video, edit, branded content, and a centralized analytics / strategy team.","Assistant Social Media Editor, $46,000 (in Boston)",Cosmopolitan,58500,,3,New York City,Editor,
263,Senior Writer,Higher ed alumni magazine,"$67,000 per annum",cis het white male,20,"Baltimore, MD","Pitch, research, report, fact check short-form news and longer features for both digital and print publication and social media; collaborate with art/photo/video teams on story-related projects.","Alt-wekly arts editor ($43,000); daily newspaper pop music critic ($42,000); alt-weekly music editor ($30,000); alt-weekly music & film writer ($21,000).",Higher ed alumni magazine,67000,,20,"Baltimore, MD",Senior Reporter,
264,Staff reporter,Hill Times Publishing,"35,000 (cad) = ~26,500 (USD)",cis het white male,~5 years,"Ottawa, Ontario",Daily beat reporting,Digital content director at a midwest station - $32k,Hill Times Publishing,26500,,5,"Ottawa, Ontario",Reporter,
266,Reporter,Horizon Publications,$12/hr,White Female,6,Oklahoma,"Cover local news and events, pagination, web and social media updates, updating obituaries online... and whatever else they decide I need to do next week.",,Horizon Publications,,x,6,Oklahoma,Reporter,
267,Business Reporter,Houston Chronicle,"$42,000 ",cis white male,14,Houston,"Research, reporting, writing, social media, some editing",,Houston Chronicle,42000,,14,Houston,Beat Reporter,
269,Assignment Editor,Hubbard,"40,000",White female,3,Minnesota,"Write web articles, post on social, assign PKGs & Vo/Sots for staff, line up interviews, write scripts",,Hubbard,40000,,3,Minnesota,Editor,
270,Assignment Editor,HuffPost,"80,000",Female/Middle Eastern,6,CA,Help manage breaking news team. Assign and edit articles.,Reporter / DC / 80k; Reporter / LA / 65k; Fellow / LA / 50k,HuffPost,80000,,6,CA,Editor,
271,Audience Editor,HuffPost,"65,000",Cis white woman,3,New York,"scheduling Facebook/Twitter/Instagram, working on SEO and headlines, looking at stats and setting goals with newsroom teams, covering live events on social like debates/awards shows, etc.",,HuffPost,65000,,3,New York City,Editor,
273,Senior Editor,HuffPost,"$75,712.00 ",cis white female,6,"New York, NY",Data & Analytics for Audience Development,"Fellow: $10/hr
Associate Editor: $40K
Editor: $60K
Editor after unionizing: $63,654.00",HuffPost,75712,,6,New York City,Senior Editor,
274,Reporter,HuffPost,"$73,000 + ~$7,000 bonus",cis white female,6,New York,Reporting on daily news,,HuffPost,73000,,6,New York City,Reporter,
275,Senior Reporter,HuffPost,90000,cis hetero white male,20,New York,Feature story writer,,HuffPost,90000,,20,New York City,Senior Reporter,
277,Associate Editor,HYPEBEAST,"45,000",african-american,3,New York,"writing, reporting, editing, processing images, pitching stories and original content, conducting interviews, etc.","Editorial Assistant, $48,000",HYPEBEAST,45000,,3,New York City,Editor,
278,PRODUCER,HYPEBEAST,"70,000",BLACK,6,NEW YORK,"CREATIVE EXECUTION, TALENT NEGOTIATIONS, EVENT COORDINATION, MANAGE BUDGETS ETC","YOUTUBE STRATEGIST- COMPLEX
PRODUCTION COORDINATOR- TALKPOINT",HYPEBEAST,70000,,6,New York City,Producer,
279,Editorial Assistant,Hyperallergic,"$50,000 ",Female/Arab,3,"Brooklyn, NY","Edited and assigned articles; manages article workflow; wrote event picks, news briefs, reviews, etc; prepared and edited email newsletters; managed and maintained Hyperallergic’s Twitter and Instagram; vetted article submissions via Submittable; maintain professional correspondence with publisher, editors, writers, etc.; kept track of article deadlines and calendar; put together monthly and seasonal art guides","I started at $48,000, was promised $52,000 after three months, but it only went up to $50,000 after six months, and then five months later I was laid off.",Hyperallergic,50000,,3,"Brooklyn, NY",Editorial Assistant,
283,Reporter,Industry Dive,"$60,000 ",CIS,4,Washington DC,"Reporting, editing, assignments","Associate Editor ($52,000)",Industry Dive,60000,,4,Washington DC,Reporter,
284,Reporter,Industry Dive,"$60,000 ",CIS POC Male,4,Washington DC,"Reporting, editing, assignments","Associate Editor ($52,000)",Industry Dive,60000,,4,Washington DC,Reporter,
285,Editorial Operations Manager,Industry Dive,"$85,000 ",CIS POC Male,3,"Washington, DC","Training, management, data analysis","Editor $54K
Associate Editor $42K",Industry Dive,85000,,3,"Washington, DC",Editorial Operations Manager,
286,Editor,Informa,50000,Female/Caucasian,10,Ohio,,,Informa,50000,,10,Ohio,Editor,
287,Senior Reporter,Informa Business Intelligence,"58,000",Cis white female,18,"Washington, DC",,,Informa Business Intelligence,58000,,18,"Washington, DC",Senior Reporter,
